"id","sex","grade","school","class_id","condition","status","hnf_total","score_hearts","time_seconds_hearts","score_flowers","time_seconds_flowers","score_heart_flowers","time_seconds_heart_flowers","total_time","pregunta_7","pregunta_7_time","pregunta_8","pregunta_8_time","pregunta_9","pregunta_9_time","pregunta_10","pregunta_10_time","pregunta_11","pregunta_11_time","pregunta_12","pregunta_12_time","pregunta_13","pregunta_13_time","pregunta_14","pregunta_14_time","pregunta_15","pregunta_15_time","pregunta_16","pregunta_16_time","pregunta_17","pregunta_17_time","pregunta_18","pregunta_18_time","pregunta_25","pregunta_25_time","pregunta_26","pregunta_26_time","pregunta_27","pregunta_27_time","pregunta_28","pregunta_28_time","pregunta_29","pregunta_29_time","pregunta_30","pregunta_30_time","pregunta_31","pregunta_31_time","pregunta_32","pregunta_32_time","pregunta_33","pregunta_33_time","pregunta_34","pregunta_34_time","pregunta_35","pregunta_35_time","pregunta_36","pregunta_36_time","pregunta_37","pregunta_37_time","pregunta_38","pregunta_38_time","pregunta_39","pregunta_39_time","pregunta_40","pregunta_40_time","pregunta_41","pregunta_41_time","pregunta_42","pregunta_42_time","pregunta_43","pregunta_43_time","pregunta_44","pregunta_44_time","pregunta_45","pregunta_45_time","pregunta_46","pregunta_46_time","pregunta_47","pregunta_47_time","pregunta_48","pregunta_48_time","pregunta_49","pregunta_49_time","pregunta_50","pregunta_50_time","pregunta_51","pregunta_51_time","pregunta_52","pregunta_52_time","pregunta_53","pregunta_53_time","pregunta_54","pregunta_54_time","pregunta_55","pregunta_55_time","pregunta_56","pregunta_56_time","pregunta_57","pregunta_57_time","pregunta_58","pregunta_58_time","pregunta_59","pregunta_59_time","pregunta_60","pregunta_60_time","pregunta_61","pregunta_61_time","pregunta_62","pregunta_62_time","pregunta_63","pregunta_63_time","pregunta_64","pregunta_64_time","pregunta_65","pregunta_65_time","pregunta_66","pregunta_66_time","pregunta_67","pregunta_67_time","pregunta_68","pregunta_68_time","pregunta_69","pregunta_69_time","nih_score_hearts","nih_score_flowers","nih_score_mixed","nih_score_overall","nih_score_overall_57","ies_hearts","ies_flowers","ies_mixed","ies_overall","acc_prop_hearts","acc_prop_flowers","acc_prop_mixed","acc_prop_overall","rt_mean_hearts","rt_mean_flowers","rt_mean_mixed","rt_mean_overall","rt_sd_hearts","rt_sd_flowers","rt_sd_mixed","rt_sd_overall"
"ctlk01","F","kinder","school4","school4_kinder","control_1","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ctlk02","F","kinder","school4","school4_kinder","control_1","participant",39,12,17813,5,18927,22,50806,87546,1,1238,1,1680,1,1737,1,1090,1,1276,1,1410,1,1025,1,1093,1,1264,1,1672,1,1782,1,2546,0,2000,0,310,1,1712,0,2000,1,1865,0,2000,0,701,0,2000,0,2000,1,1741,1,1493,1,1105,0,2000,0,2000,0,165,1,1811,0,2000,1,1666,1,1432,0,2000,1,1723,0,2000,0,204,0,2000,1,1078,1,1850,1,1589,1,1391,1,1202,1,1598,1,1338,1,1570,0,2000,1,1574,1,1412,1,1576,1,1470,1,1338,1,1340,1,1422,0,2000,1,1012,0,2000,1,1478,1,1567,7.24278533176462,2.08333333333333,3.33333333333333,4.21981733281043,3.42105263157895,1484.41666666667,3799.68,2211.61363636364,2498.5701010101,1,0.416666666666667,0.666666666666667,0.684210526315789,1484.41666666667,1577.25,1539.57575757576,1535.89473684211,429.679470035161,574.077461513846,454.479924632474,469.01335208722
"ctlk03","M","kinder","school4","school4_kinder","control_1","participant",51,12,10856,11,11875,28,42860,65591,1,827,1,951,1,879,1,765,1,918,1,861,1,766,1,1099,1,944,1,1043,1,994,1,809,1,1022,1,772,1,895,1,750,1,1537,1,1020,1,1100,0,839,1,994,1,976,1,1102,1,868,1,1306,1,1108,1,1235,1,1548,1,1528,1,1086,1,1153,1,1609,1,1394,1,1118,1,1374,1,1113,0,2000,0,2000,0,327,1,1858,1,1347,1,1076,1,1254,1,1014,1,994,0,864,1,1591,1,1136,1,1128,0,2000,1,1568,1,968,1,1212,1,1253,1,1375,1,1137,1,1186,8.36440488283302,7.66586304774188,6.74526209586093,7.59184334214528,7.27345205351709,904.666666666667,1094.47933884298,1501.3737244898,1166.83990999981,1,0.916666666666667,0.848484848484849,0.894736842105263,904.666666666667,989.583333333333,1298.78787878788,1150.71929824561,106.702077455565,208.418485628111,350.282453669157,335.169773312505
"ctlk04","F","kinder","school4","school4_kinder","control_1","participant",40,10,14696,5,20631,25,50399,85726,1,1432,0,2000,1,1826,1,908,1,985,1,1145,1,1171,1,1023,0,2000,1,74,1,1162,1,970,0,2000,0,2000,0,2000,1,1455,1,1405,0,2000,0,2000,0,1820,0,2000,1,987,1,1345,1,1619,1,1710,1,1921,1,1208,1,1470,1,1773,1,1281,1,1731,1,1545,1,1890,1,1980,1,1558,1,1214,1,1585,1,1490,0,2000,0,112,1,1291,1,1490,1,1566,1,1774,0,1751,1,1886,1,1898,1,1471,1,1566,0,2000,0,411,1,1468,0,1481,0,2000,1,234,1,1644,0,2000,6.85454879650658,2.08333333333333,3.78787878787879,4.24192030590623,3.50877192982456,1416.26666666667,3269.28,2040.4032,2241.98328888889,0.833333333333333,0.416666666666667,0.757575757575758,0.701754385964912,1224.66666666667,1719.25,1527.24242424242,1503.9649122807,539.974971361608,348.758610190226,473.419345711537,486.008376063633
"ctlk05","F","kinder","school4","school4_kinder","control_1","participant",45,12,12218,11,14049,22,44985,71252,1,995,1,1016,1,833,1,1235,1,907,1,981,1,980,1,1230,1,991,1,966,1,1163,1,921,1,1547,1,826,1,1173,1,1007,1,1034,1,922,1,1164,1,1946,0,2000,1,346,1,1055,1,1029,1,1388,0,1232,0,1120,0,1131,1,1239,1,1040,1,1249,0,1357,1,1629,1,1195,1,1569,1,1033,1,1078,0,901,1,1780,1,1696,1,1631,1,1125,0,982,1,1345,0,2000,1,1158,1,1372,1,1752,0,2000,0,221,1,1222,1,1736,1,1664,1,1096,0,2000,0,904,1,2140,8.105079761423,7.55576777801017,3.33333333333333,6.3313936242555,3.94736842105263,1018.16666666667,1194.94214876033,2122.97727272727,1445.36202938476,1,0.916666666666667,0.666666666666667,0.789473684210526,1018.16666666667,1170.75,1363.18181818182,1250.0350877193,126.416219711161,464.193361943843,403.783625112623,398.801819960754
"ctlk06","M","kinder","school4","school4_kinder","control_1","participant",31,11,15510,8,18408,12,50479,84397,1,231,1,1891,1,1465,1,1489,1,1436,1,1054,0,2000,1,286,1,1063,1,1592,1,1000,1,2003,1,1339,1,1286,0,2000,1,1612,1,1329,1,1318,1,1355,1,1507,0,2000,1,1895,0,2000,0,767,0,1782,0,2000,1,757,0,2000,0,381,0,1803,1,1154,0,1918,1,1331,1,1917,0,2000,0,2000,0,252,1,1227,0,2000,1,1654,0,2000,1,1599,1,1777,1,1500,0,1424,1,1281,0,2000,1,1338,0,2000,0,373,0,1515,1,1405,0,2000,0,2000,0,1455,0,1440,0,1196,6.63927563668137,3.33333333333333,1.81818181818182,3.93026359606551,2.71929824561404,1339.8347107438,2182.6875,3882.08333333333,2468.20184802571,0.916666666666667,0.666666666666667,0.363636363636364,0.543859649122807,1292.5,1534,1529.66666666667,1480.64912280702,593.69130331879,381.044258942091,504.451104336849,502.771266198943
"ctlk07","M","kinder","school4","school4_kinder","control_1","participant",38,11,15070,11,11959,16,49324,76353,1,1901,1,886,1,1023,1,918,1,1256,1,1007,1,886,1,1917,1,1125,1,1056,0,2000,1,1095,1,445,1,1089,1,1209,1,1044,1,1122,1,459,1,726,0,125,1,1901,1,1323,1,1304,1,1212,0,2000,0,2000,1,1281,0,2000,1,280,1,1380,1,1220,0,2000,0,1128,1,1798,0,293,1,1428,0,1547,0,1502,1,1743,0,943,1,1746,1,1347,1,1484,1,1612,0,1873,1,738,0,2000,1,1482,1,1124,1,1667,1,1603,0,2000,0,105,0,2000,0,2000,0,2000,0,2000,7.49701712101796,7.32784089268595,2.42424242424242,5.74970014598211,3.33333333333333,1296.19834710744,1173.61983471074,2827.30078125,1765.70632102273,0.916666666666667,0.916666666666667,0.484848484848485,0.666666666666667,1255.83333333333,996.583333333333,1494.66666666667,1339.52631578947,425.750424829411,482.71758322182,534.195520541558,534.161328802423
"ctlk08","M","kinder","school4","school4_kinder","control_1","participant",40,8,15431,7,20752,25,50363,86546,1,1658,0,2000,0,2000,1,1442,1,1694,0,2000,0,61,1,126,1,950,1,1176,1,1280,1,1044,1,1968,0,2000,1,1743,1,1706,0,2000,1,1119,0,2000,1,1445,1,1512,0,2000,0,2000,1,1259,0,2000,1,1211,1,1196,1,1321,1,1885,1,1600,0,2000,0,225,1,1902,1,1313,1,1961,1,1423,1,1288,0,2000,1,1606,1,1544,0,2000,1,1224,1,1170,1,1210,0,2000,1,1746,1,1454,1,1369,1,1429,0,2000,1,1090,0,2000,1,1621,1,1344,1,1637,1,1049,1,1545,3.33333333333333,2.91666666666667,3.78787878787879,3.3459595959596,3.50877192982456,1756.875,2633.14285714286,1908.0864,2099.36808571429,0.666666666666667,0.583333333333333,0.757575757575758,0.701754385964912,1285.91666666667,1729.33333333333,1526.15151515152,1518.35087719298,666.632849521088,322.743166488698,394.401454834738,466.681808517326
"ctlk09","M","kinder","school4","school4_kinder","control_1","participant",32,11,15884,8,17624,13,52145,85653,1,1375,1,1578,1,1999,1,1232,1,908,1,1051,1,1070,1,1245,0,2000,1,1144,1,944,1,1338,0,2000,1,1254,1,1763,1,1274,1,1365,0,2000,1,1386,1,1447,1,1395,0,2000,0,228,1,1512,0,2000,0,2000,1,949,0,2000,1,276,0,1738,0,2000,0,2000,0,1458,0,2000,1,1928,1,1916,1,1548,1,1336,0,2000,0,1188,0,1334,0,1698,1,1393,1,1668,0,1328,1,1250,0,1884,1,1552,1,1490,0,1465,0,2000,1,1539,0,2000,1,1481,0,1240,0,1207,0,1279,7.0668514585095,3.33333333333333,1.96969696969697,4.12329392051327,2.80701754385965,1376.92561983471,2136.75,3578.44970414201,2364.04177465891,0.916666666666667,0.666666666666667,0.393939393939394,0.56140350877193,1323.66666666667,1468.66666666667,1580.15151515152,1502.68421052632,367.240157571763,484.501868526903,392.712611302155,413.981459121348
"ctlk10","M","kinder","school4","school4_kinder","control_1","participant",45,11,18741,11,18967,23,53307,91015,1,1522,0,2000,1,1244,1,1324,1,1430,1,1566,1,1276,1,1447,1,1430,1,1408,1,1359,1,2735,0,2000,1,1491,1,1336,1,1230,1,1894,1,1560,1,1459,1,1818,1,1661,1,1500,1,1407,1,1611,1,1795,1,1246,0,2000,1,1582,1,1507,1,1565,1,1504,1,1537,1,1599,0,2000,1,1817,0,2000,1,351,1,1652,0,2000,0,2000,1,1424,1,1379,1,1688,0,2000,1,1707,1,1764,0,2000,1,57,1,1351,0,2000,0,2000,0,2000,1,1689,1,1602,1,1584,1,1578,1,1329,6.65095975619106,6.51759736950604,3.48484848484848,5.5511352035152,3.94736842105263,1660.26446280992,1682.67768595041,2168.47826086957,1837.1401365433,0.916666666666667,0.916666666666667,0.696969696969697,0.789473684210526,1561.75,1580.58333333333,1615.36363636364,1596.75438596491,417.998504782015,229.720169033122,434.438992997134,391.22738550352
"ctlk11","M","kinder","school4","school4_kinder","control_1","participant",42,10,15883,12,13971,20,54067,83921,1,1127,1,1002,1,1174,1,1031,1,1046,1,1002,1,986,1,1991,1,1248,0,2000,0,2000,1,1276,1,1525,1,1204,1,965,1,1088,1,1192,1,1089,1,1170,1,1220,1,1079,1,1106,1,1151,1,1182,1,1882,0,457,0,2000,0,636,1,1445,1,1723,0,2000,1,1632,0,2000,1,1525,1,1445,0,2000,1,1158,1,1932,0,1422,0,2000,0,172,1,1305,0,2000,0,2000,1,1937,0,2000,1,1994,1,1905,1,1939,1,1783,1,1345,1,1747,0,2000,1,1680,1,1690,1,1858,1,1455,7.00089409896632,7.65035948810959,3.03030303030303,5.89385220579298,3.68421052631579,1425.96,1164.25,2753.85,1781.35333333333,0.833333333333333,1,0.606060606060606,0.736842105263158,1323.58333333333,1164.25,1638.39393939394,1472.29824561404,417.021137099642,134.150610746416,465.661353573733,450.482755532974
"ctlk12","M","kinder","school4","school4_kinder","control_1","participant",31,9,17314,1,17854,21,56929,92097,1,474,1,1467,1,1156,0,2000,1,1219,0,2000,1,1537,1,1382,1,1221,1,1419,0,2000,1,1439,0,2000,0,2000,1,869,0,803,0,1232,0,1919,0,2000,0,211,0,957,0,1902,0,1961,0,2000,1,1762,0,2000,1,1492,1,1693,0,2000,1,1544,1,1587,1,1991,0,2000,1,453,0,2000,0,2000,1,338,1,1611,0,2000,1,1810,1,1700,0,2000,1,1629,1,1866,1,1890,1,1793,0,2000,1,1671,0,2000,0,2000,0,2000,1,1569,1,1895,0,2000,1,1405,1,1497,1,1733,3.75,0.416666666666667,3.18181818181818,2.44949494949495,2.71929824561404,1676.14814814815,10428,2464.07482993197,4856.07432602671,0.75,0.0833333333333333,0.636363636363636,0.543859649122807,1442.83333333333,1487.83333333333,1725.12121212121,1615.73684210526,433.302504730887,636.758386222155,392.145043126245,470.488444002453
"ctlk13","F","kinder","school4","school4_kinder","control_1","participant",22,10,17080,4,16217,8,51377,84674,1,270,1,1947,1,1402,1,1437,1,1584,0,2000,1,1632,1,1311,1,865,0,910,1,1255,1,2467,0,2000,1,1532,0,804,0,1395,0,2000,0,2000,0,402,0,2000,0,982,1,994,1,1243,1,865,0,2000,0,189,1,929,0,2000,0,2000,0,2000,1,1914,0,2000,0,2000,0,2000,0,1130,0,2000,0,606,0,2000,0,309,0,2000,1,1787,1,1596,0,2000,0,2000,0,2000,0,164,0,311,0,2000,1,828,1,1875,1,1829,0,1482,0,1556,0,2000,1,872,0,2000,0,2000,6.25485876105424,1.66666666666667,1.21212121212121,3.04454887994737,1.92982456140351,1700.4,3475.5,5996.71875,3724.20625,0.833333333333333,0.333333333333333,0.242424242424242,0.385964912280702,1423.33333333333,1351.41666666667,1556.87878787879,1485.50877192982,580.938790913362,558.470225190424,639.88547596307,607.628972870517
"ctlk14","M","kinder","school4","school4_kinder","control_1","participant",40,11,17770,7,18259,22,53644,89673,1,1225,0,2000,1,1417,1,1365,1,1494,1,1354,1,1325,1,1328,1,1345,1,1231,1,1062,1,2624,1,1530,1,1123,1,1405,1,1477,1,1326,0,2000,0,2000,0,2000,0,692,1,1453,1,1253,0,2000,1,1587,0,2000,1,1732,1,1522,0,2000,1,1704,1,1421,1,1454,1,1324,0,2000,0,614,0,2000,1,1587,0,2000,0,665,1,1600,1,1487,1,1681,1,1839,0,2000,1,1887,1,1449,1,1423,1,1533,1,1365,0,2000,0,2000,1,1805,1,1354,1,1385,1,1508,0,2000,1,1718,6.82196605550314,2.91666666666667,3.33333333333333,4.35732201850105,3.50877192982456,1563.96694214876,2342.9387755102,2343.06818181818,2083.32463315905,0.916666666666667,0.583333333333333,0.666666666666667,0.701754385964912,1480.83333333333,1521.58333333333,1625.57575757576,1573.21052631579,424.210246615205,414.876861979625,347.888634327049,377.268696253655
"ctlk15","M","kinder","school4","school4_kinder","control_1","participant",23,11,13791,4,15503,8,54374,83668,1,972,1,905,1,1099,1,749,1,767,1,738,1,1130,1,1787,1,1019,0,2000,1,1808,1,817,1,948,1,1199,0,2000,0,557,0,2000,0,366,0,916,1,1340,1,1932,0,2000,0,2000,0,245,0,2000,0,1782,0,2000,0,2000,0,950,0,964,0,2000,0,432,1,1512,0,2000,0,2000,0,2000,1,507,0,761,0,2000,0,2000,0,2000,1,1886,0,2000,1,1412,0,2000,0,1740,0,2000,0,2000,0,1866,1,1382,0,2000,1,307,0,2000,1,1084,0,2000,0,2000,1,1789,7.72831953975578,1.66666666666667,1.21212121212121,3.53570247284789,2.01754385964912,1169.35537190083,4064.25,5093.859375,3442.48824896694,0.916666666666667,0.333333333333333,0.242424242424242,0.403508771929825,1149.25,1291.91666666667,1647.69696969697,1467.85964912281,453.393292046461,686.177217810694,535.152693446488,586.481105486555
"ctlk16","F","kinder","school4","school4_kinder","control_1","participant",38,12,12983,10,16489,16,52408,81880,1,1008,1,1816,1,839,1,1117,1,977,1,1074,1,944,1,1058,1,1078,1,1135,1,992,1,945,1,1175,1,1006,1,1288,1,1044,0,2000,1,1514,1,1418,1,1157,0,2000,1,1110,1,1208,1,1569,1,1675,0,2000,0,1475,0,2000,0,2000,1,1708,1,1527,0,2000,0,2000,0,2000,1,1545,0,2000,1,1244,1,1720,1,1397,1,1359,1,1089,0,2000,1,1587,0,2000,1,1345,0,2000,0,299,0,2000,1,564,0,2000,1,1517,0,2000,1,1268,1,1041,0,2000,1,1158,0,890,7.97513454467729,6.74346139545155,2.42424242424242,5.71427945479042,3.33333333333333,1081.91666666667,1498.68,2802.9375,1794.51138888889,1,0.833333333333333,0.484848484848485,0.666666666666667,1081.91666666667,1374.08333333333,1588.12121212121,1436.49122807018,245.858221647183,340.984525997437,458.881367946537,443.128694738053
"ctlk17","F","kinder","school4","school4_kinder","control_1","participant",50,12,12707,11,15241,27,49306,77254,1,863,1,754,1,925,1,915,1,1020,1,953,1,1735,1,1170,1,1072,1,1013,1,1160,1,1127,1,1398,0,2000,1,1190,1,880,1,1181,1,1078,1,1153,1,1195,1,1255,1,1388,1,1364,1,1159,1,1392,1,1166,1,1268,1,1160,1,1109,1,1215,1,1566,1,1472,1,1322,1,1252,1,1458,1,1453,1,1603,1,1497,0,2000,1,1311,1,1278,1,1678,1,1504,0,1428,0,1886,1,1939,0,2000,1,1941,1,1659,1,1363,1,1307,1,1387,0,2000,1,431,0,1752,1,1667,1,1842,8.0200675737132,7.16364335101401,6.23369315300953,7.13913469257891,6.80345122795891,1058.91666666667,1313.15702479339,1731.02880658436,1367.70083268147,1,0.916666666666667,0.818181818181818,0.87719298245614,1058.91666666667,1270.08333333333,1494.12121212121,1355.33333333333,246.66814598246,270.888926695169,330.331344786541,347.066807758419
"ctlk18","M","kinder","school4","school4_kinder","control_1","participant",34,9,15347,7,17427,18,48099,80873,1,1144,1,1289,1,1085,1,1128,1,1282,0,2000,0,363,1,1345,1,1242,0,2000,1,1349,1,1120,0,1101,1,1457,1,1322,0,2000,1,1323,1,1424,0,2000,0,2000,0,295,1,1442,1,1513,1,1550,1,1291,0,1576,0,1518,0,1383,0,2000,1,1421,1,1805,0,1531,1,1213,1,940,0,1176,0,1231,1,1538,0,2000,1,1876,1,1613,0,2000,1,701,0,1206,1,1618,0,1437,1,1134,1,1281,0,2000,1,1240,0,1877,0,2000,1,332,0,2000,1,412,1,1842,1,1537,1,1370,3.75,2.91666666666667,2.72727272727273,3.13131313131313,2.98245614035088,1627.25925925926,2456.57142857143,2359.2962962963,2147.70899470899,0.75,0.583333333333333,0.545454545454545,0.596491228070175,1278.91666666667,1452.25,1457.54545454545,1418.82456140351,425.698881697836,468.123551096192,438.416546427958,440.219430787769
"ctl2k01","M","kinder","school5","school5_kinder","control_2","participant",34,12,13149,11,17331,11,47348,77828,1,1008,1,1067,1,860,1,1167,1,992,1,914,1,830,1,1401,1,963,1,944,1,900,1,1103,1,1954,1,1037,0,1038,1,1172,1,1937,1,1555,1,957,1,1144,1,1280,1,1947,1,1970,1,1340,0,1076,0,2000,0,1271,0,2000,0,1312,1,1581,0,1626,0,2000,0,237,1,1139,1,867,1,1848,0,2000,0,1337,0,938,0,1906,0,908,1,772,1,1405,1,1721,1,962,0,1844,0,783,0,2000,1,462,0,1956,0,2000,1,1179,1,1534,0,2000,0,1131,0,1066,0,1487,8.1292405455344,6.83235918905412,1.66666666666667,5.54275546708506,2.98245614035088,1012.41666666667,1615.8347107438,3673.63636363636,2100.62924701561,1,0.916666666666667,0.333333333333333,0.596491228070175,1012.41666666667,1444.25,1404.48484848485,1330.31578947368,157.383988057774,406.146441346199,502.117772614909,457.182917358919
"ctl2k02","M","kinder","school5","school5_kinder","control_2","participant",34,12,11978,5,21662,17,54119,87759,1,96,1,963,1,1012,1,901,1,1162,1,1126,1,1082,1,1329,1,1124,1,1064,1,1073,1,1046,0,2000,0,2000,0,2000,0,2000,1,1231,0,2000,1,1652,1,1886,1,1443,0,2000,1,1450,0,2000,0,2000,0,2000,1,1773,0,2000,1,1626,0,2000,1,270,0,2000,0,2000,0,2000,0,2000,0,16,1,204,1,1989,0,2000,0,110,1,1821,1,1954,1,1856,0,2000,1,451,1,1831,1,1991,0,2000,1,902,0,2000,0,2000,1,1733,1,1936,1,1921,1,1874,1,1861,0,2000,7.86911787736361,2.08333333333333,2.57575757575758,4.17606959548484,2.98245614035088,1080.18181818182,3677.76,2968.05882352941,2575.33354723708,1,0.416666666666667,0.515151515151515,0.596491228070175,998.166666666667,1805.16666666667,1639.9696969697,1539.63157894737,303.388689587626,283.274628499474,648.224521522466,598.181399612279
"ctl2k03","F","kinder","school5","school5_kinder","control_2","participant",31,10,17699,5,14677,16,51755,84131,1,1190,0,2000,1,1986,1,1187,1,1065,1,1088,1,955,1,1055,1,1253,1,1924,0,2000,1,1996,0,2000,0,299,0,1901,0,815,1,899,1,957,1,1394,1,1501,1,958,0,1172,0,961,0,1820,0,1371,0,2000,0,2000,1,1617,1,1662,1,1444,0,2000,0,2000,0,2000,1,750,0,2000,0,1515,1,1947,0,1218,1,1948,0,2000,0,2000,1,304,1,1003,0,2000,0,256,1,1421,1,1761,0,1099,1,1227,1,1025,0,1363,1,1449,1,961,0,1984,0,1866,1,1607,1,2957,6.75049640707516,2.08333333333333,2.42424242424242,3.75269072155031,2.71929824561404,1643.88,2740.32,2975.54296875,2453.24765625,0.833333333333333,0.416666666666667,0.484848484848485,0.543859649122807,1474.91666666667,1223.08333333333,1568.33333333333,1475.98245614035,453.625287561387,510.239597610473,552.637407498503,533.675579998483
"ctl2k04","M","kinder","school5","school5_kinder","control_2","participant",45,12,11334,7,18491,26,47372,77197,1,448,1,1255,1,862,1,726,1,828,1,1340,1,1392,1,1047,1,877,1,906,1,741,1,912,0,1500,0,938,1,1899,1,894,1,1797,0,2000,0,2000,1,1121,1,1868,0,2000,1,1370,1,1104,1,1790,1,1724,1,1250,1,1393,0,1170,1,1259,1,1070,1,1570,0,2000,1,297,1,1768,1,1921,1,1416,1,1425,1,1478,0,988,1,1232,1,1483,1,1687,1,1684,0,2000,1,1738,1,1620,0,958,1,1791,1,1307,0,2000,1,161,1,1775,1,1601,1,1506,0,2000,1,310,8.38623054932102,2.91666666666667,3.93939393939394,5.08076371846054,3.94736842105263,944.5,2461.95918367347,1769.89349112426,1725.45089159924,1,0.583333333333333,0.787878787878788,0.789473684210526,944.5,1540.91666666667,1435.51515151515,1354.33333333333,274.148765188803,438.300531668176,478.341021213692,480.190525183693
"ctl2k05","M","kinder","school5","school5_kinder","control_2","participant",45,9,13330,9,18553,27,48178,80061,0,2000,0,2000,0,276,1,895,1,902,1,910,1,828,1,1082,1,993,1,965,1,1572,1,907,1,1433,1,1593,1,1484,1,1221,1,1352,1,1376,0,2000,0,2000,1,1407,0,2000,1,1630,1,1057,1,1422,1,1675,1,1175,1,1400,1,1539,0,2000,1,1664,1,1295,1,1621,1,1234,1,1071,1,1058,1,978,1,1402,1,1437,1,1110,1,1975,0,2000,0,372,1,1309,1,1445,1,1669,0,2000,0,1762,1,1637,1,1439,1,1853,1,1392,0,2000,1,1315,1,1241,1,1374,1,1314,3.75,3.75,6.21770140074756,4.57256713358252,3.94736842105263,1341.33333333333,1859.7037037037,1722.15637860082,1641.06447187929,0.75,0.75,0.818181818181818,0.789473684210526,1110.83333333333,1546.08333333333,1459.93939393939,1404.57894736842,502.621461274122,312.588738915799,354.349574872217,406.39165430866
"ctl2k06","F","kinder","school5","school5_kinder","control_2","participant",51,11,13021,11,12881,29,44682,70584,1,852,1,826,0,2000,1,1599,1,1009,1,843,1,1025,1,935,1,917,1,954,1,1020,1,1041,1,1846,0,732,1,1055,1,644,1,907,1,986,1,838,1,1008,1,803,1,1734,1,1295,1,1033,1,1779,1,1440,0,2000,1,1144,1,1098,1,1615,1,972,1,1706,1,1410,1,1182,1,1377,1,1223,1,946,1,1400,1,1211,1,1123,1,1683,1,645,1,1163,1,1402,1,1484,0,2000,0,286,1,1396,1,1064,1,1916,0,2000,1,1482,1,1369,1,1093,1,1120,1,1580,1,1373,7.78048093009074,7.62683369638378,6.57507524198662,7.32746328948705,7.21570575356061,1092.99173553719,1204.85950413223,1506.62068965517,1268.15730977486,0.916666666666667,0.916666666666667,0.878787878787879,0.894736842105263,1085.08333333333,1073.41666666667,1354,1238.31578947368,352.236609096611,375.796477397331,378.327569706465,390.698603140887
"ctl2k07","M","kinder","school5","school5_kinder","control_2","participant",42,11,16045,8,18212,23,51853,86110,1,1999,1,1043,0,2000,1,1181,1,1586,1,1270,1,1097,1,1133,1,1117,1,1064,1,1253,1,1302,0,2000,0,1797,0,1274,1,1776,1,1376,1,1017,1,1569,1,1242,1,1398,0,2000,1,1386,1,1377,1,1923,0,2000,1,1163,1,1734,1,1284,1,1332,1,1809,1,1894,1,1913,1,1481,1,1737,0,1944,0,2000,1,1587,1,1674,0,2000,1,1636,1,1542,0,1677,0,385,0,2000,1,193,0,396,1,1397,1,1320,1,1595,1,1557,1,1564,0,1706,1,1395,1,1936,0,2000,1,1079,7.18482858831454,3.33333333333333,3.48484848484848,4.66767013549878,3.68421052631579,1392.89256198347,2088.9375,2167.45746691871,1883.0958429674,0.916666666666667,0.666666666666667,0.696969696969697,0.736842105263158,1337.08333333333,1517.66666666667,1541,1493.15789473684,341.853359932252,311.919958652954,468.758799917399,417.524626710538
"ctl2k08","F","kinder","school5","school5_kinder","control_2","participant",43,11,13827,10,16266,22,46011,76104,1,1189,1,1107,1,974,1,1293,1,783,1,1472,0,556,1,972,1,1989,1,802,1,1256,1,1434,1,1420,1,1334,1,1444,0,2000,1,1523,1,1263,0,2000,1,376,1,1104,1,1150,1,1206,1,1446,0,2000,0,504,1,1543,1,1546,1,1754,0,2000,1,313,1,1514,0,2000,1,1318,0,2000,0,57,1,928,0,1429,0,2000,0,227,1,1512,1,1331,0,912,1,1714,1,1477,1,1152,0,595,1,1996,1,1264,1,1494,1,1605,1,1759,1,1701,1,1330,1,1940,1,1902,1,1194,7.16598933949414,6.50348293840716,3.33333333333333,5.66760187041154,3.7719298245614,1316.13223140496,1471.92,2201.38636363636,1663.14619834711,0.916666666666667,0.833333333333333,0.666666666666667,0.754385964912281,1152.25,1355.5,1394.27272727273,1335.15789473684,380.734248763909,423.757113107368,549.937625595353,495.86449724099
